id,d,n,m,K,ε,time,exact,sqerror,optval,dist_after_rounding,ν
1069,2,2,1,2,0.4,0.003597031,true,1.4747515373788104e-10,0.03999999822238931,0.03999999991389922,[0.0; 0.0; 0.2]
1070,2,2,1,2,0.4,0.003859715,true,1.4747515373788104e-10,0.03999999822238943,0.03999999991389922,[0.0; 0.0; 0.2]
1071,2,2,1,2,0.4,0.002745698,true,3.4852610344756674e-9,0.03999998028646212,0.04000000156867128,[0.0; 0.0; -0.2]
1072,2,2,1,2,0.4,0.004225722,true,3.4852610344756674e-9,0.039999980286462365,0.04000000156867128,[0.0; 0.0; -0.2]
1073,2,2,1,2,0.4,0.002985078,true,1.4747515373788104e-10,0.039999998222389206,0.03999999991389922,[0.0; 0.0; 0.2]
1074,2,2,1,2,0.4,0.004009155,true,3.4852610344756674e-9,0.03999998028646212,0.04000000156867128,[0.0; 0.0; -0.2]
1075,2,2,1,2,0.4,0.003763794,true,3.4852610344756674e-9,0.039999980286462344,0.04000000156867128,[0.0; 0.0; -0.2]
1076,2,2,1,2,0.4,0.003132628,true,3.4852610344756674e-9,0.03999998028646219,0.04000000156867128,[0.0; 0.0; -0.2]
1077,2,2,1,2,0.4,0.003149422,true,3.4852610344756674e-9,0.03999998028646212,0.04000000156867128,[0.0; 0.0; -0.2]
1078,2,2,1,2,0.4,0.002929582,true,1.4747515373788104e-10,0.03999999822238953,0.03999999991389922,[0.0; 0.0; 0.2]
1079,2,2,1,2,0.4,0.003348984,true,1.4747515373788104e-10,0.039999998222389206,0.03999999991389922,[0.0; 0.0; 0.2]
1080,2,2,1,2,0.4,0.003418412,true,3.4852610344756674e-9,0.03999998028646223,0.04000000156867128,[0.0; 0.0; -0.2]
1081,2,2,1,2,0.4,0.002871513,true,1.4747515373788104e-10,0.03999999822238931,0.03999999991389922,[0.0; 0.0; 0.2]
1082,2,2,1,2,0.4,0.003082363,true,3.4852610344756674e-9,0.03999998028646212,0.04000000156867128,[0.0; 0.0; -0.2]
1083,2,2,1,2,0.4,0.003619547,true,3.4852610344756674e-9,0.03999998028646212,0.04000000156867128,[0.0; 0.0; -0.2]
1084,2,2,1,2,0.4,0.003635048,true,1.4747515373788104e-10,0.03999999822238931,0.03999999991389922,[0.0; 0.0; 0.2]
1085,2,2,1,2,0.4,0.003518807,true,1.4747515373788104e-10,0.03999999822238909,0.03999999991389922,[0.0; 0.0; 0.2]
1086,2,2,1,2,0.4,0.002970933,true,3.4852610344756674e-9,0.03999998028646168,0.04000000156867128,[0.0; 0.0; -0.2]
